elementName,No1Coef,No2Coef,No3Coef,No4Coef,No5Coef,No6Coef,No7Coef,No8Coef,No9Coef,No10Coef,AvgCoef,MaxCoef,MinCoef,DiffMaxMinCoef,Variance,Std
R-HSA-6790901,255,159,205,346,510,270,313,301,413,280,305.2,510,159,351,9111.56,95.45449177487667
R-HSA-194306,256,532,201,672,286,802,873,930,815,449,581.6,930,201,729,67581.44,259.9643052420851
R-HSA-1306955,257,290,672,846,757,704,922,625,581,391,604.5,922,257,665,46306.25,215.1888705300532
R-HSA-5368598,258,985,969,243,972,959,949,977,879,967,815.8,985,243,742,80682.76,284.0471087689505
R-HSA-5660489,259,856,781,354,333,707,537,515,319,611,527.2,856,259,597,39510.96000000001,198.77364010351073
R-HSA-4341670,260,833,310,691,705,353,480,644,685,703,566.4,833,260,573,35718.44,188.993227391883
R-HSA-69478,261,928,890,618,199,786,318,246,317,232,479.5,928,199,729,77747.65,278.8326559067284
R-HSA-1237044,262,691,371,774,368,305,638,290,744,371,481.4,774,262,512,37615.24,193.9464874649706
R-HSA-114516,263,450,494,673,459,266,223,269,288,781,416.6,781,223,558,32951.04,181.5242132609311
R-HSA-8862803,264,762,746,409,561,175,439,352,565,162,443.5,762,162,600,41465.45,203.63067057788714
R-HSA-749476,265,978,1008,1027,991,63,967,1007,268,1013,758.7,1027,63,964,137442.61,370.7325316181465
R-HSA-5690714,266,469,341,872,791,721,167,313,216,178,433.4,872,167,705,63874.64,252.7343269126693
R-HSA-193639,267,176,196,170,175,596,136,202,133,116,216.7,596,116,480,17627.809999999998,132.76976312398844
R-HSA-4755583,268,804,327,734,737,423,584,373,768,485,550.3,804,268,536,36295.61,190.51406772204513
R-HSA-8876198,269,148,171,65,141,118,123,227,118,168,154.8,269,65,204,3071.1600000000003,55.41804760184177
R-HSA-5603029,270,295,840,264,382,382,296,806,437,679,465.1,840,264,576,45315.08999999999,212.8734130886241
R-HSA-400511,271,264,203,606,183,280,280,241,340,317,298.5,606,183,423,12501.85,111.81167202041118
R-HSA-171306,272,686,948,315,379,880,486,626,655,940,618.7,948,272,676,57335.009999999995,239.44730109149276
R-HSA-5678895,273,427,229,197,206,206,449,254,285,219,274.5,449,197,252,7478.05,86.47571913548913
R-HSA-8937144,274,871,592,394,554,821,446,488,741,817,599.8,871,274,597,37640.36,194.01123678797578
R-HSA-1442490,275,831,297,213,241,533,787,209,372,301,405.9,831,209,622,48642.090000000004,220.54951824930384
R-HSA-8863795,276,344,748,653,885,779,824,588,254,356,570.7,885,254,631,52947.81,230.10391130965158
R-HSA-5603037,277,522,853,483,380,438,360,585,428,789,511.5,853,277,576,30756.25,175.37459907295582
R-HSA-217271,278,885,636,424,549,652,307,475,630,691,552.7,885,278,607,31076.810000000005,176.28615941133893
R-HSA-3134973,279,975,924,932,960,908,849,918,908,927,858.0,975,279,696,38260.8,195.60368094695968
R-HSA-445144,280,198,386,256,184,259,776,661,890,932,482.2,932,184,748,80772.56,284.20513718087506
R-HSA-429947,281,578,289,175,511,141,208,562,186,268,319.9,578,141,437,25036.09,158.22796845058716
R-HSA-933542,282,962,962,821,177,158,132,220,126,166,400.6,962,126,836,116519.84,341.35002563351304
R-HSA-5603027,283,367,703,647,376,371,301,360,426,625,445.9,703,283,420,21064.690000000002,145.13679753942486
R-HSA-373753,284,309,440,922,308,411,212,468,919,334,460.7,922,212,710,58124.61,241.09046020114525
R-HSA-1251932,285,393,231,880,664,781,316,698,927,335,551.0,927,231,696,63689.6,252.36798529132017
R-HSA-162699,286,291,236,283,187,178,188,214,212,275,235.0,291,178,113,1837.4,42.86490405914844
R-HSA-5626978,287,239,282,182,289,214,202,256,247,264,246.2,289,182,107,1235.56,35.15053342411748
R-HSA-379726,288,123,129,75,84,134,105,88,143,140,130.9,288,75,213,3282.09,57.28952783886424
R-HSA-3642278,289,385,447,276,420,702,898,243,506,536,470.2,898,243,655,37483.96000000001,193.6077477788531
R-HSA-193692,290,591,670,194,205,347,220,237,263,276,329.3,670,194,476,24788.010000000002,157.442084589858
R-HSA-3000157,291,205,108,233,193,315,695,161,302,997,350.0,997,108,889,69829.2,264.25215230911556
R-HSA-211897,292,265,546,393,499,282,262,401,331,282,355.3,546,262,284,9272.810000000001,96.29543083656671
R-HSA-428542,293,910,466,333,223,887,945,982,918,326,628.3,982,223,759,93723.21,306.1424668352955
R-HSA-5619063,294,495,467,796,770,613,770,825,358,835,622.3,835,294,541,37817.61,194.46750371205982
R-HSA-1638091,295,1009,127,294,1039,624,902,178,154,859,548.1,1039,127,912,127931.69000000002,357.6753975324554
R-HSA-1433559,296,241,228,218,207,264,370,325,293,321,276.3,370,207,163,2574.8100000000004,50.74258566529696
R-HSA-5545619,297,949,978,884,939,944,960,948,961,972,883.2,978,297,681,38779.36,196.92475720436983
R-HSA-5619058,298,321,379,816,755,483,246,651,812,787,554.8,816,246,570,48965.56,221.2816305073695
R-HSA-3296469,299,853,400,919,730,444,334,628,484,908,599.9,919,299,620,51746.69,227.478988040654
R-HSA-4755579,300,731,358,497,881,408,398,752,452,477,525.4,881,300,581,33744.84,183.69768643072234
R-HSA-3656534,301,387,584,212,450,541,297,311,423,510,401.6,584,212,372,13268.439999999999,115.18871472501114
R-HSA-203927,302,293,673,642,551,485,532,439,459,827,520.3,827,293,534,24420.610000000004,156.27095059543217
R-HSA-5687868,303,821,267,295,539,399,858,668,569,741,546.0,858,267,591,44795.6,211.64971060693657
R-HSA-5619108,304,345,384,651,788,616,452,641,507,909,559.7,909,304,605,34897.21,186.80794950965014
R-HSA-196791,305,225,292,293,229,172,186,304,604,146,275.6,604,146,458,15037.84,122.62887098884993
R-HSA-140534,306,203,131,201,117,146,126,529,182,194,213.5,529,117,412,13806.65,117.50170211533107
R-HSA-2428924,307,338,397,616,634,816,769,718,689,573,585.7,816,307,509,29286.010000000002,171.13155758071042
R-HSA-5619085,308,303,551,706,839,625,389,782,764,834,610.1,839,303,536,40313.29,200.78169737304245
R-HSA-5619104,309,473,437,605,850,590,469,579,669,492,547.3,850,309,541,19625.81,140.09214824536028
R-HSA-3238698,310,991,715,260,565,290,290,968,374,968,573.1,991,260,731,87391.89000000001,295.6211934215813
R-HSA-156587,311,716,535,671,417,751,355,659,470,487,537.2,751,311,440,21626.96,147.06107574745943
R-HSA-196071,312,244,357,236,227,246,288,299,376,200,278.5,376,200,176,3016.85,54.92585911936198
R-HSA-8875360,313,227,902,511,228,262,614,238,393,322,401.0,902,227,675,42861.4,207.0299495242174
R-HSA-111997,314,204,234,296,248,272,238,385,286,260,273.7,385,204,181,2322.01,48.18723897464971
R-HSA-5658471,315,516,430,779,738,553,641,368,414,826,558.0,826,315,511,29401.2,171.46778123017748
R-HSA-4719360,316,849,762,444,807,383,291,551,443,614,546.0,849,291,558,37674.2,194.09842863866774
R-HSA-176974,317,194,173,178,203,253,239,271,244,205,227.7,317,173,144,1860.61,43.13478874412161
R-HSA-5619037,318,297,548,747,343,560,818,330,781,815,555.7,818,297,521,44308.009999999995,210.49467926767173
R-HSA-5619114,319,307,498,851,774,447,724,639,627,881,606.7,881,307,574,38803.810000000005,196.98682697073934
R-HSA-163282,320,563,674,753,524,299,273,883,670,436,539.5,883,273,610,38724.25,196.78478091559825
R-HSA-216083,321,197,287,144,986,314,140,231,290,250,316.0,986,140,846,53674.8,231.67822513132305
R-HSA-8876725,322,238,336,241,251,219,205,229,214,245,250.0,336,205,131,1755.4,41.89749395846964
R-HSA-5619050,323,425,431,764,712,549,781,389,831,791,599.6,831,323,508,34507.840000000004,185.7628595817797
R-HSA-211728,324,837,428,577,341,322,851,674,347,435,513.6,851,322,529,39188.44,197.9607031711092
R-HSA-110312,325,404,676,541,652,359,210,636,410,438,465.1,676,210,466,21784.29,147.5950202411992
R-HSA-428359,326,413,573,214,531,487,572,891,129,520,465.6,891,129,762,41037.24,202.57650406698207
R-HSA-5676594,327,923,200,198,977,261,948,255,207,754,505.0,977,198,779,108555.6,329.4777685975186
R-HSA-5688354,328,408,418,247,638,472,753,733,451,740,518.8,753,247,506,30337.360000000004,174.17623259216512
R-HSA-2453864,329,589,780,657,659,871,785,212,783,324,598.9,871,212,659,48055.490000000005,219.21562444314958
R-HSA-111453,330,340,351,312,273,304,694,895,842,513,485.4,895,273,622,51065.24,225.97619343638834
R-HSA-5619109,331,508,410,654,799,552,796,541,648,689,592.8,799,331,468,21334.96,146.06491707456652
R-HSA-5579026,332,894,528,563,626,741,729,351,298,865,592.7,894,298,596,42490.810000000005,206.1329910518935
R-HSA-75108,333,253,429,632,262,405,571,514,352,242,399.3,632,242,390,16933.21,130.12766808023574
R-HSA-140179,334,908,577,410,585,765,308,490,844,349,557.0,908,308,600,43111.0,207.6318857979188
R-HSA-71384,335,737,737,392,596,633,329,462,760,743,572.4,760,329,431,28304.839999999997,168.24042320441302
R-HSA-5609977,336,848,315,475,519,623,513,729,588,594,554.0,848,315,533,23837.0,154.39235732380018
R-HSA-163765,337,769,831,546,515,421,401,431,705,813,576.9,831,337,494,31249.29,176.7746871019717
R-HSA-4793950,338,300,838,918,938,708,306,640,833,660,647.9,938,300,638,56530.090000000004,237.76057284587787
R-HSA-1222556,339,930,759,252,856,716,381,961,232,945,637.1,961,232,729,82136.49,286.5946440532342
R-HSA-1963642,340,261,387,688,789,755,760,309,891,358,553.8,891,261,630,52756.159999999996,229.68709149623535
R-HSA-3595174,341,689,285,667,904,875,711,498,597,628,619.5,904,285,619,36647.25,191.43471472018862
R-HSA-2022377,342,252,568,270,208,336,244,395,375,225,321.5,568,208,360,10534.05,102.63552016724034
R-HSA-5619078,343,401,496,839,852,510,423,697,554,829,594.4,852,343,509,34017.24,184.43763173495802
R-HSA-75158,344,273,375,223,182,285,227,284,432,312,293.7,432,182,250,5112.410000000001,71.50111887236451
R-HSA-1963640,345,336,296,857,808,839,228,369,234,392,470.4,857,228,629,59457.43999999999,243.83896325238916
R-HSA-351200,346,793,502,697,530,273,573,424,402,891,543.1,891,273,618,35582.090000000004,188.63215526521452
R-HSA-2408557,347,211,184,225,288,169,788,447,160,98,291.7,788,98,690,36598.41,191.3071091203879
R-HSA-179812,348,269,408,784,334,885,679,258,750,650,536.5,885,258,627,50364.85,224.42114428012349
R-HSA-400042,349,726,414,831,274,370,346,765,324,244,464.3,831,244,587,43651.81,208.93015579374844
R-HSA-5579024,350,878,366,347,545,784,574,803,332,810,578.9,878,332,546,44878.69,211.84591098248745
R-HSA-5619047,351,579,554,730,783,525,659,561,668,682,609.2,783,351,432,13607.559999999998,116.65144662626348
R-HSA-5578749,352,207,944,195,218,268,179,979,381,336,405.9,979,179,800,81625.29000000001,285.701400066573
R-HSA-5696394,353,416,239,810,299,868,226,376,949,258,479.4,949,226,723,71508.44,267.41062058190585
R-HSA-180336,354,274,268,405,388,323,580,707,377,482,415.8,707,268,439,17291.96,131.49889733377995
R-HSA-5619046,355,506,367,588,672,431,730,780,832,788,604.9,832,355,477,29526.690000000002,171.8333204009048
R-HSA-5579031,356,836,390,663,484,630,732,840,260,824,601.5,840,260,580,41843.45,204.556715851619
R-HSA-3656243,357,328,277,751,843,317,241,645,488,308,455.5,843,241,602,41921.25,204.74679484670816
R-HSA-8849175,358,714,623,437,347,448,708,466,567,884,555.2,884,347,537,27706.559999999998,166.4528762142607
R-HSA-389977,359,346,245,422,264,393,237,295,196,214,297.1,422,196,226,5557.290000000001,74.54723334906535
R-HSA-351143,360,728,527,790,336,316,501,443,489,863,535.3,863,316,547,33984.41,184.3486099757739
R-HSA-71288,361,874,659,755,444,350,418,435,590,735,562.1,874,350,524,31084.889999999996,176.30907520601426
R-HSA-156584,362,766,571,540,356,824,492,676,516,615,571.8,824,356,468,21512.159999999996,146.67024238065468
R-HSA-2046104,363,713,813,383,828,518,627,518,357,288,540.8,828,288,540,34890.36,186.7896142723144
R-HSA-5660883,364,521,337,678,584,545,475,742,631,867,574.4,867,337,530,24195.639999999996,155.54947765903938
R-HSA-3214858,365,179,147,861,941,934,323,211,838,939,573.8,941,147,794,112638.36000000002,335.6163881576703
R-HSA-156582,366,575,631,595,338,588,268,493,453,669,497.6,669,268,401,16834.04,129.74605967041927
R-HSA-193697,367,249,772,206,854,943,309,244,199,556,469.9,943,199,744,74936.88999999998,273.7460319347113
R-HSA-606279,368,924,959,701,644,927,302,946,899,963,763.3,963,302,661,56976.81,238.69815667491025
R-HSA-5619055,369,289,479,813,696,607,581,569,755,654,581.2,813,289,524,24408.56,156.23239100775487
R-HSA-5619087,370,403,495,545,848,528,599,405,757,794,574.4,848,370,478,26620.440000000002,163.15771511025767
R-HSA-3323169,371,662,576,725,716,527,845,813,556,904,669.5,904,371,533,24271.45,155.79297160013348
R-HSA-4724289,372,764,718,715,476,661,743,849,872,584,675.4,872,372,500,22496.44,149.9881328639036
R-HSA-5619042,373,320,338,491,818,511,465,602,416,770,510.4,818,320,498,26660.24,163.27963743222853
R-HSA-4085011,374,828,912,749,834,627,538,656,326,578,642.2,912,326,586,34282.159999999996,185.15442203739016
R-HSA-8854214,375,313,637,180,257,151,216,251,241,801,342.2,801,151,650,40394.36,200.9834819083399
R-HSA-418886,376,989,931,257,965,255,222,247,980,955,617.7,989,222,767,121574.21,348.67493457373735
R-HSA-5660686,377,462,325,754,819,505,716,764,806,841,636.9,841,325,516,35235.29,187.71065499859085
R-HSA-1855170,378,772,749,481,855,550,779,356,511,540,597.1,855,356,499,28576.890000000003,169.04700529734328
R-HSA-69473,379,319,612,879,277,795,326,276,289,964,511.6,964,276,688,67926.44,260.6270131816731
R-HSA-1855183,380,451,591,456,260,223,305,624,237,343,387.0,624,223,401,18087.6,134.4901483380846
R-HSA-5579015,381,702,442,305,457,561,482,905,266,828,532.9,905,266,639,41778.89,204.39885029030862
R-HSA-76071,382,994,1006,1004,928,132,184,987,993,982,759.2,1006,132,874,122717.16,350.3100912049209
R-HSA-429958,383,514,586,944,693,311,508,637,314,710,560.0,944,311,633,35291.6,187.86058660613193
R-HSA-1475029,384,436,299,304,844,291,178,334,316,208,359.4,844,178,666,31106.24,176.36961189502006
R-HSA-5659898,385,775,693,323,689,699,410,841,333,895,604.3,895,323,572,43226.009999999995,207.90865782838384
R-HSA-399997,386,597,730,579,597,378,300,812,931,399,570.9,931,300,631,38887.689999999995,197.19961967508962
R-HSA-180786,387,943,206,138,261,363,745,959,384,950,533.6,959,138,821,97776.04000000001,312.69160525987905
R-HSA-112409,388,886,369,220,620,760,906,552,187,455,534.3,906,187,719,59487.009999999995,243.89958999555535
R-HSA-5635851,389,536,311,284,580,734,433,788,605,367,502.7,788,284,504,27322.410000000003,165.29491825219554
R-HSA-5602566,390,390,697,363,370,621,325,328,360,596,444.0,697,325,372,17098.4,130.76085041020497
R-HSA-1433617,391,192,260,567,192,121,255,285,140,347,275.0,567,121,446,16034.8,126.62859076843586
R-HSA-5679096,392,418,318,858,613,804,534,598,727,452,571.4,858,318,540,29847.439999999995,172.76411664463194
R-HSA-5423646,393,905,834,476,436,608,294,545,720,706,591.7,905,294,611,35457.41,188.30138077029602
R-HSA-156588,394,544,619,744,412,634,345,614,454,752,551.2,752,345,407,18899.559999999998,137.47567057483298
R-HSA-5619068,395,467,453,601,719,556,521,734,350,857,565.3,857,350,507,23812.609999999997,154.313350038161
R-HSA-3656248,396,755,716,325,829,752,820,790,477,555,641.5,829,325,504,31469.85,177.39743515620512
R-HSA-983189,397,349,972,928,687,955,925,909,937,965,802.4,972,349,623,52201.44,228.4763445085727
R-HSA-5655799,398,511,423,586,698,554,498,364,659,734,542.5,734,364,370,14644.45,121.01425535861468
R-HSA-4551295,399,673,895,875,926,842,594,620,578,757,715.9,926,399,527,26446.090000000004,162.6225384133454
R-HSA-5619111,400,330,475,611,862,638,669,677,499,778,593.9,862,330,532,25093.690000000002,158.40987974239485
R-HSA-5619089,401,447,388,590,753,473,704,371,549,866,554.2,866,371,495,26322.960000000003,162.2435206718592
R-HSA-5638302,402,659,365,326,666,293,920,252,467,199,454.9,920,199,721,46304.49,215.18478106037145
R-HSA-2142789,403,492,403,886,532,659,569,578,480,440,544.2,886,403,483,18949.160000000003,137.65594792815892
R-HSA-426496,404,455,510,495,685,335,891,342,412,918,544.7,918,335,583,41314.81,203.26044868591626
R-HSA-6785631,405,433,752,815,589,535,251,767,886,527,596.0,886,251,635,37624.4,193.9701007887556
R-HSA-5658034,406,409,241,280,726,387,791,428,487,273,442.8,791,241,550,30528.76,174.72481220479247
R-HSA-1834941,407,965,878,894,979,914,953,938,939,907,877.4,979,407,572,25494.64,159.67041053369908
R-HSA-156581,408,507,583,552,513,619,264,286,606,290,462.8,619,264,355,17542.559999999998,132.44832954779005
R-HSA-9036866,409,375,317,855,414,879,924,546,267,403,538.9,924,267,657,56491.490000000005,237.67938488644742
R-HSA-5661231,410,743,625,322,727,440,252,878,646,519,556.2,878,252,626,36406.759999999995,190.80555547467688
R-HSA-5678520,411,606,376,768,742,799,351,486,684,695,591.8,799,351,448,26432.76,162.58154876861028
R-HSA-200425,412,443,807,492,747,692,844,631,258,808,613.4,844,258,586,36350.840000000004,190.65896254831557
R-HSA-140180,413,892,741,382,594,896,366,487,784,678,623.3,896,366,530,37732.61,194.24883526034333
R-HSA-5579005,414,712,471,539,497,823,647,816,261,642,582.2,823,261,562,29022.160000000003,170.35891523486524
R-HSA-5619099,415,477,450,807,871,432,478,590,524,846,589.0,871,415,456,29643.4,172.1725878297704
R-HSA-70635,416,651,509,832,354,542,441,409,635,888,567.7,888,354,534,29794.01,172.6094145752195
R-HSA-5619054,417,577,541,775,692,562,719,713,328,890,621.4,890,328,562,25846.640000000003,160.7689024656199
R-HSA-5685939,418,279,665,615,194,458,792,940,213,256,483.0,940,194,746,60929.4,246.8388138036642
R-HSA-5579013,419,855,508,537,569,606,786,845,305,775,620.5,855,305,550,31928.45,178.685337954741
R-HSA-5663020,420,541,364,849,809,357,358,604,829,851,598.2,851,357,494,43029.759999999995,207.4361588537543
R-HSA-5684045,421,586,281,332,801,657,376,587,901,674,561.6,901,281,620,38114.840000000004,195.23022307009742
R-HSA-418592,422,329,329,575,270,889,357,265,406,619,446.1,889,265,624,34403.090000000004,185.48069980458885
R-HSA-1250347,423,373,304,891,823,240,963,260,752,512,554.1,963,240,723,69163.29000000001,262.98914426264827
R-HSA-5619040,424,448,385,727,648,493,709,716,791,900,624.1,900,385,515,27619.689999999995,166.1917266292158
R-HSA-6806664,425,690,534,836,340,715,462,524,692,453,567.1,836,340,496,22367.090000000004,149.55631046532275
R-HSA-75109,426,311,506,499,247,576,193,495,330,141,372.4,576,141,435,20025.64,141.511978291592
R-HSA-5579028,427,902,606,340,353,491,680,480,403,704,538.6,902,340,562,29438.439999999995,171.57633869505432
R-HSA-5579021,428,903,572,406,456,679,722,888,419,603,607.6,903,406,497,31681.039999999997,177.9916851990564
R-HSA-8876493,429,501,613,916,846,258,265,275,789,720,561.2,916,258,658,56946.36,238.63436466695237
R-HSA-5619072,430,556,519,737,875,450,435,582,651,631,586.6,875,430,445,18360.639999999996,135.50143910674896
R-HSA-5619110,431,438,362,607,762,601,606,594,759,916,607.6,916,362,554,26237.440000000002,161.97975182102238
R-HSA-5221030,432,652,226,561,464,265,249,305,528,306,398.8,652,226,426,20007.76,141.4487893196686
R-HSA-388844,433,816,846,921,780,546,762,755,518,599,697.6,921,433,488,23515.44,153.34744862566185
R-HSA-3656225,434,603,343,826,890,263,347,877,737,620,594.0,890,263,627,50190.6,224.03258691538605
R-HSA-947581,435,665,518,824,487,757,649,375,519,450,567.9,824,375,449,19755.090000000004,140.55280146621058
R-HSA-203615,436,748,627,841,406,416,459,362,541,640,547.6,841,362,479,23325.04,152.7253744470774
R-HSA-77289,437,671,805,455,748,341,821,679,367,361,568.5,821,341,480,34021.45,184.44904445401716
R-HSA-75105,438,482,862,404,746,217,795,724,309,314,529.1,862,217,645,48484.29,220.1914848489832
R-HSA-8875656,439,271,707,562,361,330,917,513,804,426,533.0,917,271,646,41213.6,203.01132973309643
R-HSA-210990,440,654,756,216,298,324,221,268,874,223,427.4,874,216,658,54085.04,232.56190573694568
R-HSA-5619045,441,481,412,489,728,671,523,695,665,675,578.0,728,412,316,12849.6,113.35607614945042
R-HSA-5579009,442,890,537,530,546,427,763,866,378,755,613.4,890,378,512,31961.639999999996,178.77818658885653
R-HSA-5662702,443,870,652,573,462,288,542,436,663,880,580.9,880,288,592,32635.090000000004,180.6518474857094
R-HSA-5603041,444,530,702,356,324,573,404,843,364,733,527.3,843,324,519,29407.809999999998,171.48705490502775
R-HSA-5619039,445,298,478,767,725,600,706,688,650,769,612.6,769,298,471,22208.04,149.0236222885486
R-HSA-1855215,446,767,656,742,699,782,509,603,602,471,627.7,782,446,336,13509.210000000001,116.22912715838487
R-HSA-5601884,447,434,248,376,454,260,286,461,370,534,387.0,534,248,286,8344.4,91.34768743651915
R-HSA-5619067,448,568,328,709,559,497,663,710,658,899,603.9,899,328,571,23096.489999999998,151.97529404478874
R-HSA-2586552,449,286,306,596,639,195,429,691,824,490,490.5,824,195,629,35329.05,187.96023515626916
R-HSA-212300,450,901,265,971,316,946,950,329,916,238,628.2,971,238,733,98222.76,313.40510525516333
R-HSA-8877627,451,592,539,485,302,809,514,601,695,479,546.7,809,302,507,17435.010000000002,132.04169795939464
R-HSA-5619073,452,352,533,633,835,587,388,680,389,838,568.7,838,352,486,28709.210000000003,169.4379237360987
R-HSA-191650,453,932,937,895,677,863,931,516,875,764,784.3,937,453,484,28699.810000000005,169.41018269277677
R-HSA-196757,454,611,594,795,346,685,367,458,446,329,508.5,795,329,466,21912.65,148.02922008846767
R-HSA-69186,455,942,158,279,576,656,194,901,910,259,533.0,942,158,784,86303.4,293.7744032416711
R-HSA-2408550,456,539,542,809,516,441,611,402,351,634,530.1,809,351,458,15746.09,125.48342520030285
R-HSA-5619053,457,377,361,803,796,504,424,717,732,746,591.7,803,361,442,29885.609999999997,172.87454989095414
R-HSA-196780,458,515,433,719,352,732,846,453,637,337,548.2,846,337,509,27419.76,165.5891300780338
R-HSA-5683177,459,379,272,704,769,635,330,331,614,696,518.9,769,272,497,30580.890000000003,174.8739260152868
R-HSA-5619097,460,488,491,600,743,489,412,567,558,869,567.7,869,412,457,17692.010000000002,133.0113153081346
R-HSA-5683329,461,414,286,770,632,780,375,503,745,580,554.6,780,286,494,27568.439999999995,166.03746565158116
R-HSA-5263617,462,888,768,762,309,327,549,390,407,760,562.2,888,309,579,41092.759999999995,202.71349239752146
R-HSA-5579016,463,362,355,411,579,689,699,743,346,871,551.8,871,346,525,32449.560000000005,180.13761406213862
R-HSA-5578995,464,682,381,558,350,578,705,699,306,656,537.9,705,306,399,20976.29,144.83193708571324
R-HSA-5619107,465,472,522,681,703,437,554,478,814,732,585.8,814,437,377,16263.559999999998,127.52866344473307
R-HSA-69109,466,916,700,679,897,853,331,257,644,548,629.1,916,257,659,47245.29,217.35981689355555
R-HSA-211736,467,787,851,366,427,414,522,831,851,302,581.8,851,302,549,44287.759999999995,210.446572792241
R-HSA-1855204,468,137,116,995,176,972,141,173,113,143,343.4,995,113,882,112082.63999999998,334.7874549620998
R-HSA-5619092,469,547,420,819,760,602,427,745,820,731,634.0,820,420,400,23089.0,151.95064988344078
R-HSA-5632968,470,442,675,275,640,629,637,727,472,715,568.2,727,275,452,19254.96,138.7622427031215
R-HSA-5679001,471,524,346,628,582,739,361,460,649,544,530.4,739,346,393,14117.84,118.81851707541212
R-HSA-5205685,472,282,638,355,358,372,500,879,881,649,538.6,881,282,599,42102.84,205.18976582666104
R-HSA-392170,473,392,484,733,426,492,804,239,269,847,515.9,847,239,608,40425.69,201.061408529832
R-HSA-6809583,474,534,353,503,325,313,859,596,807,237,500.1,859,237,622,39055.89,197.62563092878412
R-HSA-5578997,475,873,463,359,407,642,822,779,243,823,588.6,873,243,630,46322.04,215.22555610335868
R-HSA-196741,476,459,393,453,418,244,780,797,619,323,496.2,797,244,553,30012.96,173.2424890146756
R-HSA-5687583,477,428,723,309,732,442,593,799,552,624,567.9,799,309,490,21913.69,148.03273286675483
R-HSA-75157,478,915,909,375,891,308,827,960,295,538,649.6,960,295,665,68355.64000000001,261.4491155081616
R-HSA-140342,479,674,685,329,389,307,676,528,762,315,514.4,762,307,455,27630.839999999997,166.22526883720175
R-HSA-1638074,480,605,177,636,101,351,332,610,803,885,498.0,885,101,784,59597.0,244.12496799794977
R-HSA-5579019,481,383,345,652,348,632,775,501,387,518,502.2,775,345,430,19037.760000000002,137.9773894520403
R-HSA-381183,482,384,300,656,256,532,324,384,463,445,422.6,656,256,400,12759.439999999999,112.9576911945353
R-HSA-71737,483,363,694,379,838,380,467,448,913,360,532.5,913,360,553,38337.85,195.80053626075696
R-HSA-5678420,484,557,290,761,566,571,333,324,805,342,503.3,805,290,515,30186.809999999998,173.74351786469617
R-HSA-400451,485,705,732,319,305,358,363,719,756,344,508.6,756,305,451,34288.64,185.17192011749515
R-HSA-5576892,486,465,795,931,943,398,857,808,955,934,757.2,955,398,557,43703.56,209.05396432500388
R-HSA-8851805,487,411,692,419,591,298,287,340,429,430,438.4,692,287,405,14356.439999999997,119.81836253262685
R-HSA-389542,488,435,500,748,498,568,761,533,722,459,571.2,761,435,326,13998.160000000003,118.31381998735398
R-HSA-196843,489,446,378,776,377,449,456,722,586,345,502.4,776,345,431,19441.039999999997,139.43112995310622
R-HSA-75892,490,601,610,287,541,794,353,349,457,589,507.1,794,287,507,20956.29,144.76287507506888
R-HSA-1474151,491,545,473,866,446,669,503,543,479,493,550.8,866,446,420,14480.960000000001,120.33686052078973
R-HSA-5653890,492,803,626,696,463,785,409,665,557,570,606.6,803,409,394,15877.84,126.00730137575361
R-HSA-6791465,493,800,796,232,607,876,525,916,485,839,656.9,916,232,684,44496.490000000005,210.94191143535227
R-HSA-5632928,494,479,720,745,564,474,874,908,600,380,623.8,908,380,528,29114.960000000003,170.63106399480725
R-HSA-5619081,495,526,460,520,718,520,790,784,766,671,625.0,790,460,330,15912.8,126.14594721987702
R-HSA-5662853,496,718,775,281,573,469,420,370,322,777,520.1,777,281,496,30508.890000000003,174.66794210730257
R-HSA-3595172,497,284,331,871,908,355,829,870,771,702,641.8,908,284,624,55866.96,236.3619258679367
R-HSA-880009,498,698,738,684,467,326,362,672,775,325,554.5,775,325,450,28624.85,169.18879986571216
R-HSA-210746,499,372,804,933,787,894,592,850,897,546,717.4,933,372,561,35195.64,187.605010594067
R-HSA-5619070,500,513,456,417,562,459,700,757,623,925,591.2,925,417,508,23314.76,152.69171555785206
R-HSA-110314,501,708,549,308,485,884,740,884,496,816,637.1,884,308,576,34717.490000000005,186.32629980762246
R-HSA-182971,502,266,271,708,357,733,884,485,547,484,523.7,884,266,618,36973.21000000001,192.2841907178019
R-HSA-5635838,503,310,513,369,619,295,340,343,515,350,415.7,619,295,324,11153.41,105.60970599334135
R-HSA-1855191,504,656,425,777,700,620,773,372,559,412,579.8,777,372,405,19956.36,141.26698128012788
R-HSA-203754,505,867,525,635,397,463,484,365,397,922,556.0,922,365,557,34135.6,184.75822038545402
R-HSA-5602415,506,432,368,469,335,521,304,621,476,819,485.1,819,304,515,20388.49,142.78826982634112
R-HSA-1296059,507,504,728,523,749,820,633,484,598,443,598.9,820,443,377,14996.49,122.4601567857889
R-HSA-964975,508,548,588,771,360,717,778,471,801,330,587.2,801,330,471,27182.96,164.8725568431569
R-HSA-189085,509,791,662,814,323,589,562,438,889,550,612.7,889,323,566,28334.809999999998,168.3294686024999
R-HSA-1368071,510,830,587,463,534,517,403,423,843,508,561.8,843,403,440,21424.16,146.36994226957938
R-HSA-70268,511,585,695,643,423,534,373,499,861,812,593.6,861,373,488,22909.04,151.35732555776744
R-HSA-5619088,512,389,452,508,452,486,702,605,616,806,552.8,806,389,417,14837.559999999998,121.80952343720912
